reading_id,city_id,recorded_at,temperature_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,weather_main,weather_description,validation_flag
9892,17,2026-07-31 19:41:02+00:00,24.68,25.42,24.68,24.68,85.0,1014.0,8.02,192,74,10000,Clouds,broken clouds,
9893,18,2026-07-31 19:41:04+00:00,34.55,37.9,34.55,34.55,45.0,1003.0,3.05,264,100,10000,Rain,light rain,
9894,19,2026-07-31 19:41:06+00:00,15.85,15.21,15.85,15.85,66.0,1017.0,4.38,242,99,10000,Clouds,overcast clouds,
9895,20,2026-07-31 19:41:07+00:00,28.5,28.45,28.5,28.5,44.0,1012.0,0.91,245,100,10000,Clouds,overcast clouds,
9896,21,2026-07-31 19:41:09+00:00,15.43,13.84,15.43,15.43,31.0,1019.0,1.6,169,0,10000,Clear,clear sky,
9897,22,2026-07-31 19:41:10+00:00,18.55,18.58,18.55,18.55,81.0,1016.0,0.93,55,86,10000,Clouds,overcast clouds,
9898,23,2026-07-31 19:41:12+00:00,30.79,30.51,30.79,30.79,39.0,1011.0,1.19,350,100,10000,Clouds,overcast clouds,
9899,24,2026-07-31 19:41:14+00:00,20.35,20.95,20.35,20.35,96.0,1015.0,1.08,254,95,10000,Clouds,overcast clouds,
9900,25,2026-07-31 19:41:15+00:00,24.25,25.11,24.25,24.25,91.0,1015.0,1.89,184,38,10000,Clouds,scattered clouds,
9901,26,2026-07-31 19:40:57+00:00,21.31,22.03,21.31,21.31,97.0,1014.0,0.57,267,100,10000,Clouds,overcast clouds,
9902,27,2026-07-31 19:41:18+00:00,29.24,31.28,29.24,29.24,59.0,1010.0,1.94,273,94,10000,Clouds,overcast clouds,
9903,28,2026-07-31 19:41:20+00:00,23.96,24.63,23.96,23.96,85.0,1015.0,3.78,247,18,10000,Clouds,few clouds,
9904,29,2026-07-31 19:41:21+00:00,25.4,26.37,25.4,25.4,91.0,1015.0,2.76,228,98,10000,Clouds,overcast clouds,
9905,1,2026-07-31 21:10:52+00:00,16.59,16.26,16.59,16.59,75.0,1017.0,2.19,58,67,10000,Clouds,broken clouds,
9906,2,2026-07-31 21:10:53+00:00,23.5,24.02,23.5,23.5,81.0,1016.0,6.34,169,31,10000,Clouds,scattered clouds,
9907,3,2026-07-31 20:56:08+00:00,19.05,18.89,19.05,19.05,72.0,1013.0,0.85,100,17,10000,Clouds,few clouds,
9908,4,2026-07-31 21:00:56+00:00,21.46,21.8,21.46,21.46,82.0,1017.0,2.56,173,51,10000,Clouds,broken clouds,
9909,9,2026-07-31 21:10:57+00:00,19.78,19.85,19.78,19.78,78.0,1014.0,2.83,61,67,10000,Clouds,broken clouds,
9910,10,2026-07-31 21:10:58+00:00,19.29,18.66,19.29,19.29,53.0,1016.0,3.73,96,23,10000,Clouds,few clouds,
9911,11,2026-07-31 21:11:00+00:00,15.57,15.4,15.57,15.57,85.0,1018.0,2.31,91,27,10000,Clouds,scattered clouds,
9912,12,2026-07-31 21:11:01+00:00,21.03,20.57,21.03,21.03,53.0,1014.0,1.34,340,51,10000,Clouds,broken clouds,
9913,13,2026-07-31 21:11:02+00:00,23.36,23.47,23.36,23.36,66.0,1015.0,0.83,97,38,10000,Clouds,scattered clouds,
9914,14,2026-07-31 21:11:04+00:00,23.2,23.69,23.2,23.2,81.0,1012.0,2.03,234,43,10000,Clouds,scattered clouds,
9915,15,2026-07-31 21:11:05+00:00,14.1,13.63,14.1,14.1,79.0,1017.0,1.71,354,100,10000,Clouds,overcast clouds,
9916,16,2026-07-31 21:11:07+00:00,24.22,24.26,24.22,24.22,60.0,1011.0,8.56,171,98,10000,Clouds,overcast clouds,
9917,17,2026-07-31 21:11:08+00:00,24.63,25.34,24.63,24.63,84.0,1014.0,8.36,195,83,10000,Clouds,broken clouds,
9918,18,2026-07-31 21:11:10+00:00,34.65,37.78,34.65,34.65,44.0,1003.0,5.12,204,100,10000,Clouds,overcast clouds,
9919,19,2026-07-31 21:11:11+00:00,16.11,15.42,16.11,16.11,63.0,1016.0,4.3,247,98,10000,Clouds,overcast clouds,
9920,20,2026-07-31 21:11:12+00:00,26.95,27.25,26.95,26.95,48.0,1013.0,0.62,277,100,10000,Clouds,overcast clouds,
9921,21,2026-07-31 21:11:14+00:00,14.75,13.12,14.75,14.75,32.0,1020.0,2.01,149,0,10000,Clear,clear sky,
9922,22,2026-07-31 21:11:16+00:00,17.96,17.95,17.96,17.96,82.0,1016.0,1.02,62,86,10000,Clouds,overcast clouds,
9923,23,2026-07-31 21:11:17+00:00,29.97,29.77,29.97,29.97,41.0,1012.0,1.23,330,100,10000,Clouds,overcast clouds,
9924,24,2026-07-31 21:11:19+00:00,20.06,20.68,20.06,20.06,98.0,1016.0,1.21,274,96,10000,Clouds,overcast clouds,
9925,25,2026-07-31 21:11:20+00:00,24.12,24.99,24.12,24.12,92.0,1015.0,1.53,187,55,10000,Rain,light rain,
9926,26,2026-07-31 21:11:22+00:00,21.26,21.97,21.26,21.26,97.0,1015.0,0.75,283,100,10000,Clouds,overcast clouds,
9927,27,2026-07-31 21:11:23+00:00,28.72,30.71,28.72,28.72,61.0,1011.0,1.69,288,96,10000,Rain,light rain,
9928,28,2026-07-31 21:11:25+00:00,23.98,24.65,23.98,23.98,85.0,1015.0,3.82,243,43,10000,Clouds,scattered clouds,
9929,29,2026-07-31 21:11:26+00:00,25.32,26.28,25.32,25.32,91.0,1016.0,3.07,232,94,10000,Clouds,overcast clouds,
9930,1,2026-07-31 23:05:48+00:00,15.34,15.04,15.34,15.34,81.0,1016.0,1.02,72,56,10000,Clouds,broken clouds,
9931,2,2026-07-31 23:05:50+00:00,22.83,23.31,22.83,22.83,82.0,1015.0,5.43,175,24,10000,Clouds,few clouds,
9932,3,2026-07-31 23:05:51+00:00,18.23,17.96,18.23,18.23,71.0,1012.0,0.43,270,41,10000,Clouds,scattered clouds,
9933,4,2026-07-31 23:05:53+00:00,21.02,21.4,21.02,21.02,85.0,1016.0,2.14,192,46,10000,Clouds,scattered clouds,
9934,9,2026-07-31 23:02:01+00:00,20.5,20.51,20.5,20.5,73.0,1013.0,2.35,68,73,10000,Clouds,broken clouds,
9935,10,2026-07-31 23:02:03+00:00,18.21,17.55,18.21,18.21,56.0,1015.0,3.27,95,16,10000,Clouds,few clouds,
9936,11,2026-07-31 23:05:57+00:00,15.0,14.85,15.0,15.0,88.0,1017.0,1.95,76,31,10000,Clouds,scattered clouds,
9937,12,2026-07-31 23:05:58+00:00,16.97,16.55,16.97,16.97,70.0,1014.0,1.23,298,58,10000,Clouds,broken clouds,
9938,13,2026-07-31 23:02:09+00:00,22.72,22.77,22.72,22.72,66.0,1014.0,0.7,75,40,10000,Clouds,scattered clouds,
9939,14,2026-07-31 23:06:01+00:00,21.74,22.27,21.74,21.74,88.0,1011.0,1.84,248,58,10000,Clouds,broken clouds,
9940,15,2026-07-31 23:06:02+00:00,14.21,13.8,14.21,14.21,81.0,1016.0,1.09,294,100,10000,Rain,light rain,
9941,16,2026-07-31 23:06:04+00:00,23.29,23.27,23.29,23.29,61.0,1010.0,9.2,169,99,10000,Rain,light rain,
9942,17,2026-07-31 23:06:06+00:00,24.48,25.2,24.48,24.48,85.0,1012.0,8.73,191,90,10000,Clouds,overcast clouds,
9943,18,2026-07-31 23:06:07+00:00,33.93,37.28,33.93,33.93,47.0,1002.0,3.41,229,88,10000,Clouds,overcast clouds,
9944,19,2026-07-31 23:06:09+00:00,14.95,14.25,14.95,14.95,67.0,1015.0,4.41,224,99,10000,Clouds,overcast clouds,
9945,20,2026-07-31 23:00:41+00:00,25.75,25.74,25.75,25.75,52.0,1013.0,1.26,262,100,10000,Clouds,overcast clouds,
9946,21,2026-07-31 23:02:20+00:00,13.09,11.5,13.09,13.09,40.0,1019.0,1.95,131,1,10000,Clear,clear sky,
9947,22,2026-07-31 23:01:57+00:00,17.04,16.97,17.04,17.04,83.0,1016.0,1.06,74,88,10000,Clouds,overcast clouds,
9948,23,2026-07-31 23:06:13+00:00,28.1,28.3,28.1,28.1,47.0,1012.0,1.37,313,100,10000,Clouds,overcast clouds,
9949,24,2026-07-31 23:06:14+00:00,19.63,20.23,19.63,19.63,99.0,1016.0,1.35,260,95,10000,Clouds,overcast clouds,
9950,25,2026-07-31 23:06:16+00:00,23.84,24.73,23.84,23.84,94.0,1015.0,1.14,182,73,10000,Rain,light rain,
9951,26,2026-07-31 23:06:18+00:00,21.13,21.83,21.13,21.13,97.0,1014.0,0.79,267,100,10000,Clouds,overcast clouds,
9952,27,2026-07-31 23:06:19+00:00,28.05,30.12,28.05,28.05,65.0,1011.0,2.65,229,98,10000,Clouds,overcast clouds,
9953,28,2026-07-31 23:06:21+00:00,23.7,24.37,23.7,23.7,86.0,1015.0,3.48,237,66,10000,Clouds,broken clouds,
9954,29,2026-07-31 23:02:30+00:00,25.2,26.13,25.2,25.2,90.0,1015.0,3.72,230,87,10000,Rain,light rain,
9955,1,2026-08-01 03:23:22+00:00,13.84,13.63,13.84,13.84,90.0,1017.0,0.54,129,54,10000,Clouds,broken clouds,
9956,2,2026-08-01 03:18:59+00:00,22.78,23.23,22.78,22.78,81.0,1016.0,6.23,184,83,10000,Clouds,broken clouds,
9957,3,2026-08-01 03:23:25+00:00,17.29,17.09,17.29,17.29,77.0,1013.0,0.4,236,89,10000,Clouds,overcast clouds,
9958,4,2026-08-01 03:23:26+00:00,21.94,22.23,21.94,21.94,78.0,1016.0,2.24,197,74,10000,Clouds,broken clouds,
9959,9,2026-08-01 03:23:28+00:00,19.08,19.11,19.08,19.08,79.0,1014.0,1.49,38,99,10000,Rain,light rain,
9960,10,2026-08-01 03:23:30+00:00,15.51,15.1,15.51,15.51,76.0,1017.0,3.18,94,5,10000,Clear,clear sky,
9961,11,2026-08-01 03:23:31+00:00,14.08,13.89,14.08,14.08,90.0,1018.0,1.67,75,67,10000,Clouds,broken clouds,
9962,12,2026-08-01 03:23:33+00:00,18.25,17.78,18.25,18.25,63.0,1015.0,0.89,310,83,10000,Clouds,broken clouds,
9963,13,2026-08-01 03:23:34+00:00,21.91,21.91,21.91,21.91,67.0,1015.0,1.24,53,24,10000,Clouds,few clouds,
9964,14,2026-08-01 03:23:36+00:00,21.5,22.06,21.5,21.5,90.0,1012.0,1.43,212,100,10000,Rain,light rain,
9965,15,2026-08-01 03:23:38+00:00,12.75,12.3,12.75,12.75,85.0,1017.0,1.94,327,100,10000,Clouds,overcast clouds,
9966,16,2026-08-01 03:23:39+00:00,21.32,21.26,21.32,21.32,67.0,1014.0,4.17,173,100,10000,Rain,light rain,
9967,17,2026-08-01 03:23:41+00:00,24.49,25.14,24.49,24.49,82.0,1014.0,7.29,195,99,10000,Clouds,overcast clouds,
9968,18,2026-08-01 03:23:42+00:00,33.84,36.21,33.84,33.84,44.0,1003.0,4.5,253,74,10000,Clouds,broken clouds,
9969,19,2026-08-01 03:23:44+00:00,16.39,15.47,16.39,16.39,53.0,1013.0,2.1,251,97,10000,Clouds,overcast clouds,
9970,20,2026-08-01 03:21:55+00:00,22.07,22.26,22.07,22.07,74.0,1013.0,2.97,236,51,10000,Clouds,broken clouds,
9971,21,2026-08-01 03:23:46+00:00,10.32,8.92,10.32,10.32,58.0,1020.0,1.51,143,5,10000,Clear,clear sky,
9972,22,2026-08-01 03:23:48+00:00,16.57,16.48,16.57,16.57,84.0,1016.0,1.36,65,99,10000,Clouds,overcast clouds,
9973,23,2026-08-01 03:23:49+00:00,24.09,24.33,24.09,24.09,68.0,1013.0,3.46,240,68,10000,Clouds,broken clouds,
9974,24,2026-08-01 03:23:51+00:00,19.91,20.49,19.91,19.91,97.0,1014.0,1.05,251,100,5043,Clouds,overcast clouds,
9975,25,2026-08-01 03:23:53+00:00,23.37,24.27,23.37,23.37,96.0,1013.0,1.26,165,100,10000,Rain,light rain,
9976,26,2026-08-01 03:23:54+00:00,21.05,21.74,21.05,21.05,97.0,1013.0,1.06,232,100,10000,Clouds,overcast clouds,
9977,27,2026-08-01 03:23:56+00:00,25.31,25.85,25.31,25.31,75.0,1010.0,3.24,218,94,10000,Clouds,overcast clouds,
9978,28,2026-08-01 03:23:57+00:00,23.49,24.14,23.49,23.49,86.0,1014.0,3.38,200,92,10000,Clouds,overcast clouds,
9979,29,2026-08-01 03:23:59+00:00,25.15,26.04,25.15,25.15,89.0,1013.0,2.99,230,100,10000,Rain,light rain,
9980,1,2026-08-01 06:33:19+00:00,18.05,17.76,18.05,18.05,71.0,1019.0,1.9,125,94,10000,Clouds,overcast clouds,
9981,2,2026-08-01 06:33:28+00:00,25.14,25.54,25.14,25.14,70.0,1019.0,7.61,175,89,10000,Rain,light rain,
9982,3,2026-08-01 06:33:29+00:00,27.75,27.51,27.75,27.75,41.0,1014.0,1.57,206,22,10000,Clouds,few clouds,
9983,4,2026-08-01 06:30:44+00:00,25.56,25.79,25.56,25.56,62.0,1019.0,5.58,177,73,10000,Rain,light rain,
9984,9,2026-08-01 06:33:32+00:00,24.54,24.62,24.54,24.54,60.0,1015.0,0.26,232,81,10000,Clouds,broken clouds,
9985,10,2026-08-01 06:33:34+00:00,22.01,21.52,22.01,22.01,48.0,1019.0,2.22,100,7,10000,Clear,clear sky,
9986,11,2026-08-01 06:33:35+00:00,18.38,18.1,18.38,18.38,70.0,1020.0,3.37,124,95,10000,Clouds,overcast clouds,
9987,12,2026-08-01 06:33:36+00:00,24.54,24.2,24.54,24.54,44.0,1016.0,1.29,207,39,10000,Clouds,scattered clouds,
9988,13,2026-08-01 06:33:38+00:00,26.93,27.47,26.93,26.93,52.0,1016.0,0.48,304,8,10000,Clear,clear sky,
9989,14,2026-08-01 06:33:39+00:00,26.44,26.44,26.44,26.44,72.0,1014.0,0.82,265,89,10000,Clouds,overcast clouds,
9990,15,2026-08-01 06:33:41+00:00,16.99,16.52,16.99,16.99,68.0,1017.0,0.79,274,100,10000,Rain,light rain,
9991,16,2026-08-01 06:33:42+00:00,26.64,26.64,26.64,26.64,49.0,1013.0,4.01,189,100,10000,Clouds,overcast clouds,
9992,17,2026-08-01 06:33:44+00:00,26.06,26.06,26.06,26.06,73.0,1015.0,9.45,204,100,10000,Clouds,overcast clouds,
9993,18,2026-08-01 06:33:45+00:00,36.17,39.49,36.17,36.17,40.0,1004.0,9.68,247,38,10000,Clouds,scattered clouds,
9994,19,2026-08-01 06:33:47+00:00,22.39,21.55,22.39,22.39,33.0,1013.0,1.95,338,24,10000,Clouds,few clouds,
9995,20,2026-08-01 06:32:45+00:00,23.94,24.06,23.94,23.94,64.0,1016.0,2.56,235,69,10000,Clouds,broken clouds,
9996,21,2026-08-01 06:25:33+00:00,14.3,12.99,14.3,14.3,46.0,1022.0,3.52,111,0,10000,Clear,clear sky,
9997,22,2026-08-01 06:25:19+00:00,20.57,20.51,20.57,20.57,70.0,1017.0,0.36,77,98,10000,Clouds,overcast clouds,
9998,23,2026-08-01 06:33:51+00:00,24.68,24.87,24.68,24.68,64.0,1016.0,2.66,246,67,10000,Clouds,broken clouds,
9999,24,2026-08-01 06:31:16+00:00,20.56,21.1,20.56,20.56,93.0,1016.0,1.42,240,100,10000,Clouds,overcast clouds,
10000,25,2026-08-01 06:33:54+00:00,24.81,25.64,24.81,24.81,88.0,1015.0,1.85,190,100,10000,Rain,light rain,
10001,26,2026-08-01 06:33:55+00:00,21.95,22.66,21.95,21.95,94.0,1015.0,0.29,188,100,10000,Clouds,overcast clouds,
10002,27,2026-08-01 06:33:57+00:00,28.0,29.56,28.0,28.0,61.0,1012.0,3.23,230,80,10000,Clouds,broken clouds,
10003,28,2026-08-01 06:33:59+00:00,23.93,24.47,23.93,23.93,80.0,1016.0,2.57,186,92,10000,Clouds,overcast clouds,
10004,29,2026-08-01 06:34:00+00:00,25.72,26.62,25.72,25.72,87.0,1015.0,2.18,228,100,10000,Rain,light rain,
10005,1,2026-08-01 09:07:32+00:00,19.26,18.94,19.26,19.26,65.0,1018.0,1.86,117,98,10000,Clouds,overcast clouds,
10006,2,2026-08-01 09:09:06+00:00,25.76,26.17,25.76,25.76,68.0,1018.0,8.24,175,91,10000,Rain,light rain,
10007,3,2026-08-01 09:09:07+00:00,30.69,29.6,30.69,30.69,32.0,1012.0,3.45,178,30,10000,Clouds,scattered clouds,
10008,4,2026-08-01 09:09:09+00:00,29.57,29.21,29.57,29.57,40.0,1018.0,5.54,158,62,10000,Clouds,broken clouds,
10009,9,2026-08-01 09:09:10+00:00,25.93,26.01,25.93,25.93,55.0,1014.0,2.32,242,38,10000,Rain,light rain,
10010,10,2026-08-01 09:09:11+00:00,25.77,25.32,25.77,25.77,35.0,1017.0,2.49,120,11,10000,Clouds,few clouds,
10011,11,2026-08-01 09:09:12+00:00,19.19,18.89,19.19,19.19,66.0,1019.0,3.67,115,94,10000,Clouds,overcast clouds,
10012,12,2026-08-01 09:09:13+00:00,24.92,24.49,24.92,24.92,39.0,1014.0,4.02,170,23,10000,Clouds,few clouds,
10013,13,2026-08-01 09:09:14+00:00,28.47,28.79,28.47,28.47,48.0,1015.0,1.99,207,11,10000,Clouds,few clouds,
10014,14,2026-08-01 09:09:15+00:00,30.58,32.5,30.58,30.58,53.0,1013.0,1.55,316,78,10000,Clouds,broken clouds,
10015,15,2026-08-01 09:09:16+00:00,18.69,18.31,18.69,18.69,65.0,1016.0,2.19,349,100,8512,Rain,moderate rain,
10016,16,2026-08-01 09:09:17+00:00,30.02,29.39,30.02,30.02,37.0,1011.0,2.7,248,100,10000,Clouds,overcast clouds,
10017,17,2026-08-01 09:09:18+00:00,26.49,26.49,26.49,26.49,69.0,1015.0,9.85,206,96,10000,Clouds,overcast clouds,
10018,18,2026-08-01 09:09:19+00:00,37.67,41.02,37.67,37.67,36.0,1003.0,7.96,259,34,10000,Clouds,scattered clouds,
10019,19,2026-08-01 09:09:20+00:00,23.65,22.93,23.65,23.65,33.0,1012.0,2.94,325,41,10000,Clouds,scattered clouds,
10020,20,2026-08-01 09:09:21+00:00,28.82,29.1,28.82,28.82,47.0,1015.0,2.26,258,75,10000,Clouds,broken clouds,
10021,21,2026-08-01 09:09:22+00:00,22.42,21.37,22.42,22.42,25.0,1020.0,4.22,101,0,10000,Clear,clear sky,
10022,22,2026-08-01 09:09:23+00:00,23.43,23.32,23.43,23.43,57.0,1016.0,1.96,216,57,10000,Clouds,broken clouds,
10023,23,2026-08-01 09:09:24+00:00,28.68,29.25,28.68,28.68,50.0,1015.0,2.26,244,56,10000,Clouds,broken clouds,
10024,24,2026-08-01 09:09:25+00:00,24.18,24.56,24.18,24.18,73.0,1016.0,1.87,246,87,10000,Clouds,overcast clouds,
10025,25,2026-08-01 09:09:26+00:00,26.64,26.64,26.64,26.64,80.0,1015.0,3.16,215,88,10000,Rain,light rain,
10026,26,2026-08-01 09:09:28+00:00,24.42,25.03,24.42,24.42,81.0,1015.0,0.73,216,100,10000,Clouds,overcast clouds,
10027,27,2026-08-01 09:09:29+00:00,31.76,33.48,31.76,31.76,48.0,1011.0,2.58,215,73,10000,Clouds,broken clouds,
10028,28,2026-08-01 09:09:30+00:00,25.92,26.4,25.92,25.92,70.0,1016.0,3.34,205,83,10000,Clouds,broken clouds,
10029,29,2026-08-01 09:09:31+00:00,26.15,26.15,26.15,26.15,85.0,1016.0,1.75,228,69,6383,Rain,moderate rain,
10030,1,2026-08-01 11:10:25+00:00,20.61,20.24,20.61,20.61,58.0,1015.0,2.64,96,99,10000,Clouds,overcast clouds,
10031,2,2026-08-01 11:20:14+00:00,26.58,26.58,26.58,26.58,63.0,1016.0,8.81,174,86,10000,Rain,light rain,
10032,3,2026-08-01 11:10:25+00:00,29.3,28.56,29.3,29.3,36.0,1010.0,5.32,174,35,10000,Clouds,scattered clouds,
10033,4,2026-08-01 11:20:16+00:00,28.68,28.21,28.68,28.68,39.0,1016.0,6.59,151,73,10000,Clouds,broken clouds,
10034,9,2026-08-01 11:20:17+00:00,26.33,26.33,26.33,26.33,54.0,1011.0,2.12,230,54,10000,Clouds,broken clouds,
10035,10,2026-08-01 11:10:25+00:00,27.84,26.98,27.84,27.84,30.0,1014.0,2.18,116,10,10000,Clear,clear sky,
10036,11,2026-08-01 11:20:19+00:00,20.85,20.51,20.85,20.85,58.0,1017.0,2.88,111,92,10000,Clouds,overcast clouds,
10037,12,2026-08-01 11:20:21+00:00,27.14,26.59,27.14,27.14,32.0,1012.0,4.92,160,54,10000,Clouds,broken clouds,
10038,13,2026-08-01 11:20:22+00:00,28.64,29.2,28.64,28.64,50.0,1012.0,3.45,194,28,10000,Clouds,scattered clouds,
10039,14,2026-08-01 11:10:26+00:00,32.28,34.16,32.28,32.28,47.0,1010.0,1.61,6,76,10000,Clouds,broken clouds,
10040,15,2026-08-01 11:20:24+00:00,15.63,15.23,15.63,15.63,76.0,1016.0,2.54,1,100,10000,Rain,light rain,
10041,16,2026-08-01 11:20:25+00:00,32.46,31.22,32.46,32.46,29.0,1008.0,4.29,297,88,10000,Clouds,overcast clouds,
10042,17,2026-08-01 11:20:26+00:00,26.64,26.64,26.64,26.64,67.0,1014.0,9.87,211,87,10000,Clouds,overcast clouds,
10043,18,2026-08-01 11:20:27+00:00,38.85,42.16,38.85,38.85,33.0,1001.0,7.62,252,43,10000,Clouds,scattered clouds,
10044,19,2026-08-01 11:20:28+00:00,21.61,20.9,21.61,21.61,41.0,1012.0,5.11,291,58,10000,Clouds,broken clouds,
10045,20,2026-08-01 11:20:29+00:00,32.94,32.72,32.94,32.94,35.0,1012.0,2.16,255,67,10000,Clouds,broken clouds,
10046,21,2026-08-01 11:20:30+00:00,25.16,24.23,25.16,25.16,19.0,1017.0,3.3,108,0,10000,Clear,clear sky,
10047,22,2026-08-01 11:20:31+00:00,22.47,22.42,22.47,22.47,63.0,1014.0,0.32,127,69,10000,Rain,light rain,
10048,23,2026-08-01 11:20:33+00:00,33.11,33.33,33.11,33.11,37.0,1012.0,1.91,222,43,10000,Clouds,scattered clouds,
10049,24,2026-08-01 11:20:34+00:00,26.3,26.3,26.3,26.3,63.0,1014.0,2.17,247,84,10000,Clouds,broken clouds,
10050,25,2026-08-01 11:20:35+00:00,27.11,29.89,27.11,27.11,79.0,1014.0,4.18,219,87,10000,Rain,moderate rain,
10051,26,2026-08-01 11:20:36+00:00,27.33,29.14,27.33,27.33,67.0,1013.0,1.31,185,99,10000,Clouds,overcast clouds,
10052,27,2026-08-01 11:20:37+00:00,35.03,36.41,35.03,35.03,37.0,1009.0,2.14,193,68,10000,Clouds,broken clouds,
10053,28,2026-08-01 11:20:38+00:00,26.08,26.08,26.08,26.08,69.0,1015.0,3.94,232,86,10000,Clouds,overcast clouds,
10054,29,2026-08-01 11:20:39+00:00,25.85,26.76,25.85,25.85,87.0,1015.0,1.94,230,70,4968,Rain,moderate rain,
10055,1,2026-08-01 13:30:06+00:00,22.72,22.3,22.72,22.72,48.0,1013.0,2.92,125,92,10000,Clouds,overcast clouds,
10056,2,2026-08-01 13:36:57+00:00,25.77,26.13,25.77,25.77,66.0,1014.0,8.37,162,36,10000,Clouds,scattered clouds,
10057,3,2026-08-01 13:36:58+00:00,26.27,26.27,26.27,26.27,45.0,1009.0,4.0,172,92,10000,Clouds,overcast clouds,
10058,4,2026-08-01 13:37:00+00:00,27.97,27.39,27.97,27.97,36.0,1014.0,6.55,130,43,10000,Clouds,scattered clouds,
10059,9,2026-08-01 13:37:02+00:00,23.62,23.76,23.62,23.62,66.0,1011.0,3.16,327,82,10000,Rain,light rain,
10060,10,2026-08-01 13:37:03+00:00,27.6,26.73,27.6,27.6,28.0,1012.0,2.9,101,80,10000,Clouds,broken clouds,
10061,11,2026-08-01 13:37:05+00:00,21.9,21.5,21.9,21.9,52.0,1014.0,3.3,101,85,10000,Clouds,overcast clouds,
10062,12,2026-08-01 13:37:07+00:00,27.14,26.59,27.14,27.14,32.0,1009.0,2.68,150,68,10000,Clouds,broken clouds,
10063,13,2026-08-01 13:37:08+00:00,28.77,29.48,28.77,28.77,51.0,1010.0,4.2,203,22,10000,Clouds,few clouds,
10064,14,2026-08-01 13:37:10+00:00,31.57,32.75,31.57,31.57,46.0,1007.0,2.54,20,100,10000,Clouds,overcast clouds,
10065,15,2026-08-01 13:37:11+00:00,15.48,15.07,15.48,15.48,76.0,1015.0,1.99,335,100,10000,Clouds,overcast clouds,
10066,16,2026-08-01 13:37:13+00:00,30.77,29.89,30.77,30.77,34.0,1006.0,3.75,281,92,10000,Rain,light rain,
10067,17,2026-08-01 13:37:15+00:00,25.26,25.77,25.26,25.26,74.0,1013.0,9.24,212,74,10000,Clouds,broken clouds,
10068,18,2026-08-01 13:37:16+00:00,38.87,42.63,38.87,38.87,34.0,999.0,1.41,342,60,10000,Clouds,broken clouds,
10069,19,2026-08-01 13:37:18+00:00,18.0,17.5,18.0,18.0,63.0,1013.0,2.76,254,100,10000,Rain,light rain,
10070,20,2026-08-01 13:37:11+00:00,35.2,34.36,35.2,35.2,27.0,1008.0,1.34,286,52,10000,Clouds,broken clouds,
10071,21,2026-08-01 13:37:20+00:00,25.3,24.3,25.3,25.3,16.0,1014.0,2.81,117,0,10000,Clear,clear sky,
10072,22,2026-08-01 13:37:21+00:00,22.8,22.7,22.8,22.8,60.0,1012.0,0.98,311,97,10000,Clouds,overcast clouds,
10073,23,2026-08-01 13:37:23+00:00,35.55,35.04,35.55,35.55,28.0,1008.0,0.78,142,41,10000,Clouds,scattered clouds,
10074,24,2026-08-01 13:31:26+00:00,25.29,25.86,25.29,25.29,76.0,1011.0,1.93,228,100,9434,Rain,light rain,
10075,25,2026-08-01 13:37:26+00:00,26.44,26.44,26.44,26.44,81.0,1011.0,4.3,221,100,10000,Rain,light rain,
10076,26,2026-08-01 13:37:27+00:00,30.19,32.4,30.19,30.19,56.0,1009.0,0.7,192,73,10000,Clouds,broken clouds,
10077,27,2026-08-01 13:37:29+00:00,37.8,38.17,37.8,37.8,27.0,1006.0,4.22,125,41,10000,Clouds,scattered clouds,
10078,28,2026-08-01 13:37:31+00:00,26.75,28.3,26.75,26.75,68.0,1012.0,5.61,253,64,10000,Clouds,broken clouds,
10079,29,2026-08-01 13:37:32+00:00,25.86,26.77,25.86,25.86,87.0,1012.0,2.69,234,78,10000,Rain,moderate rain,
10080,1,2026-08-01 14:49:31+00:00,21.65,21.25,21.65,21.65,53.0,1013.0,3.63,134,91,10000,Clouds,overcast clouds,
10081,2,2026-08-01 15:04:08+00:00,24.72,25.15,24.72,24.72,73.0,1015.0,8.4,149,27,10000,Clouds,scattered clouds,
10082,3,2026-08-01 15:04:09+00:00,25.08,24.95,25.08,25.08,50.0,1010.0,3.35,166,85,10000,Clouds,overcast clouds,
10083,4,2026-08-01 15:00:57+00:00,26.05,26.05,26.05,26.05,44.0,1015.0,5.42,134,31,10000,Clouds,scattered clouds,
10084,9,2026-08-01 15:04:12+00:00,23.26,23.42,23.26,23.26,68.0,1012.0,2.18,78,80,10000,Rain,light rain,
10085,10,2026-08-01 15:04:14+00:00,26.32,26.32,26.32,26.32,30.0,1013.0,3.24,97,82,10000,Clouds,broken clouds,
10086,11,2026-08-01 15:04:15+00:00,20.74,20.33,20.74,20.74,56.0,1015.0,3.24,89,90,10000,Clouds,overcast clouds,
10087,12,2026-08-01 15:04:17+00:00,27.14,26.51,27.14,27.14,30.0,1009.0,1.34,170,59,10000,Clouds,broken clouds,
10088,13,2026-08-01 15:04:19+00:00,28.04,28.87,28.04,28.04,54.0,1011.0,4.12,195,23,10000,Clouds,few clouds,
10089,14,2026-08-01 15:01:52+00:00,30.76,32.04,30.76,30.76,49.0,1008.0,2.08,22,100,10000,Clouds,overcast clouds,
10090,15,2026-08-01 15:04:21+00:00,14.76,14.41,14.76,14.76,81.0,1015.0,2.19,316,100,10000,Clouds,overcast clouds,
